Temperature	Range	Population	Tree	Trait	SeedWeight	NameTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre3	6	24.56518987	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre3	NA	24.56518987	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre3	NA	24.56518987	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre4	7	25.4	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre4	7	25.4	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre4	6	25.4	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre4	6	25.4	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre4	7	25.4	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre4	6	20.09	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre4	6	20.09	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre4	5	20.09	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre4	6	20.09	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre4	5	20.09	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre5	6	26.48135593	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre5	5	26.48135593	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre5	7	26.48135593	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre5	5	26.48135593	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre5	5	26.48135593	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre11	6	17.63125	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre11	6	17.63125	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre11	6	17.63125	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre11	5	17.63125	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre11	5	17.63125	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre34	5	19.1625	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre34	5	19.1625	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre34	6	19.1625	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre34	5	19.1625	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre34	5	19.1625	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre34	5	25.10625	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre34	4	25.10625	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre34	4	25.10625	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre34	5	25.10625	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre34	5	25.10625	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre4	11	20.34166667	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre4	7	20.34166667	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre4	5	20.34166667	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre4	7	20.34166667	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre4	3	20.34166667	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre4	5	20.33061224	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre4	5	20.33061224	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre4	5	20.33061224	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre4	6	20.33061224	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre4	6	20.33061224	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre4	6	21.42258065	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre4	15	21.42258065	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre4	6	21.42258065	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre4	11	21.42258065	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre4	9	21.42258065	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre4	NA	18.3	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre4	7	18.3	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre4	NA	18.3	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre4	7	18.3	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre4	NA	18.3	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre34	3.5	20.01	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre34	5	20.01	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre34	6.5	20.01	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre34	5	20.01	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre34	5	20.01	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre35	6	17.81578947	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre35	5	17.81578947	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre35	6	17.81578947	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre35	6	17.81578947	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre35	5	17.81578947	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre4	6	19.77211538	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre4	6.5	19.77211538	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre4	6	19.77211538	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre4	6	19.77211538	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre4	5	19.77211538	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre14	9	16.96875	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre14	7	16.96875	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre14	3.5	16.96875	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre14	6	16.96875	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre14	6	16.96875	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre5	5	18.275	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre5	NA	18.275	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre5	6	18.275	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre5	6	18.275	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre5	5	18.275	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre4	6	31.65324675	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre4	5	31.65324675	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre4	6	31.65324675	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre4	5	31.65324675	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre4	7	31.65324675	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre37	8	25.32777778	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre37	6	25.32777778	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre37	8	25.32777778	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre37	5	25.32777778	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre37	6	25.32777778	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre4	5	23.15827815	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre4	6	23.15827815	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre4	5	23.15827815	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre4	5	23.15827815	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre4	6	23.15827815	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre23	7	18.32105263	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre23	8	18.32105263	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre23	6	18.32105263	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre23	6	18.32105263	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre23	6	18.32105263	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre4	6	29.23333333	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre4	7	29.23333333	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre4	10	29.23333333	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre4	10	29.23333333	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre4	NA	29.23333333	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre38	7	23.03125	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre38	5	23.03125	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre38	NA	23.03125	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre38	6	23.03125	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre38	13	23.03125	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre5	6	25.84375	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre5	5	25.84375	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre5	5	25.84375	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre5	6	25.84375	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre5	6	25.84375	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre36	4.5	19.08695652	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre36	8	19.08695652	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre36	6	19.08695652	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre36	11	19.08695652	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre36	6	19.08695652	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre3	7	25.29775	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre3	5	25.29775	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre3	9	25.29775	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre3	7	25.29775	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre3	6	25.29775	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre5	7	18.69677419	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre5	7	18.69677419	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre5	7	18.69677419	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre5	7	18.69677419	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre5	9	18.69677419	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre5	5	25.94936709	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre5	NA	25.94936709	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre5	5	25.94936709	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre5	5	25.94936709	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre5	9	25.94936709	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre35	6	24.0125	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre35	5	24.0125	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre35	13	24.0125	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre35	5	24.0125	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre35	6	24.0125	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre23	NA	16.66875	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre23	5	16.66875	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre23	7	16.66875	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre23	3.5	16.66875	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre23	5	16.66875	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre5	6	26.43513514	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre5	6	26.43513514	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre5	7	26.43513514	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre5	7	26.43513514	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre5	6	26.43513514	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre5	7	23.76909091	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre5	9	23.76909091	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre5	7	23.76909091	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre5	7	23.76909091	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre5	7	23.76909091	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre5	6	25.16339869	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre5	3	25.16339869	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre5	6	25.16339869	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre5	3	25.16339869	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre5	3	25.16339869	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre35	5	20.975	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre35	5	20.975	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre35	NA	20.975	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre35	5	20.975	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre35	5	20.975	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre12	5	16.95882353	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre12	6	16.95882353	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre12	5	16.95882353	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre12	5	16.95882353	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre12	6	16.95882353	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre27	6	16.21538462	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre27	8	16.21538462	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre27	6	16.21538462	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre27	6	16.21538462	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre27	5	16.21538462	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre5	7	24.15180723	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre5	5	24.15180723	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre5	7	24.15180723	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre5	5	24.15180723	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre5	6	24.15180723	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre5	5	28.09852941	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre5	5	28.09852941	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre5	5	28.09852941	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre5	5	28.09852941	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre5	5	28.09852941	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre5	5	13.7	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre5	5	13.7	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre5	5	13.7	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre5	5	13.7	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre5	7	13.7	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre6	6	22.96666667	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre6	6	22.96666667	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre6	6	22.96666667	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre6	6	22.96666667	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre6	5	22.96666667	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre35	6	15.77368421	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre35	5	15.77368421	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre35	7	15.77368421	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre35	6	15.77368421	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre35	6	15.77368421	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre5	5	15.57777778	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre5	6	15.57777778	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre5	6	15.57777778	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre5	5	15.57777778	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre5	13	15.57777778	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre43	5	19.98947368	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre43	5	19.98947368	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre43	5	19.98947368	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre43	6	19.98947368	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre43	5	19.98947368	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre38	4	19.66190476	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre38	4	19.66190476	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre38	5	19.66190476	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre38	4	19.66190476	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre38	5	19.66190476	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre16	5	21.96666667	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre16	5	21.96666667	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre16	5	21.96666667	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre16	5	21.96666667	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre16	5	21.96666667	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre36	9	22.96666667	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre36	5	22.96666667	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre36	6	22.96666667	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre36	5	22.96666667	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre36	5	22.96666667	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre41	NA	16.62142857	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre41	11	16.62142857	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre41	5	16.62142857	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre41	5	16.62142857	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre41	7	16.62142857	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre41	4	15.29130435	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre41	5	15.29130435	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre41	5	15.29130435	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre41	4	15.29130435	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre41	4	15.29130435	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre6	4	22.45172414	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre6	4	22.45172414	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre6	4	22.45172414	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre6	5	22.45172414	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre6	4	22.45172414	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre7	5	28.50091743	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre7	5	28.50091743	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre7	6	28.50091743	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre7	6	28.50091743	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre7	5	28.50091743	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre37	5	15.56315789	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre37	5	15.56315789	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre37	5	15.56315789	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre37	5	15.56315789	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre37	5	15.56315789	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre16	5	16.5	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre16	5	16.5	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre16	5	16.5	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre16	5	16.5	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre16	6	16.5	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre38	6	16.47368421	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre38	6	16.47368421	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre38	5	16.47368421	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre38	5	16.47368421	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre38	6	16.47368421	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre51	6	17.335	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre51	5	17.335	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre51	NA	17.335	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre51	7	17.335	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre51	NA	17.335	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre7	NA	27.58095238	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre7	5	27.58095238	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre7	5	27.58095238	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre7	NA	27.58095238	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre7	NA	27.58095238	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre37	5	17.68695652	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre37	6	17.68695652	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre37	5	17.68695652	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre37	3.5	17.68695652	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre37	5	17.68695652	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre42	5	15.17368421	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre42	NA	15.17368421	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre42	6	15.17368421	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre42	7	15.17368421	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre42	6	15.17368421	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre10	NA	25.75396825	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre10	6	25.75396825	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre10	6	25.75396825	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre10	6	25.75396825	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre10	5	25.75396825	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre40	NA	14.85263158	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre40	5	14.85263158	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre40	6	14.85263158	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre40	6	14.85263158	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre40	6	14.85263158	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre7	8	18.48097686	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre7	3.5	18.48097686	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre7	NA	18.48097686	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre7	5	18.48097686	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre7	16	18.48097686	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre36	6	20.59444444	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre36	13	20.59444444	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre36	6	20.59444444	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre36	NA	20.59444444	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre36	5	20.59444444	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre53	6	24.55789474	ExampleTrait
